协议编号,借据编号,还款期数,应还日期,欠还利息,欠还本金,欠还本息,还款标志
071583840928,110,3,2018-07-15,1029.13,147019.62,148048.75,3
270828307813,111,2,2018-08-29,90.40,1973.07,2063.47,3
270828307813,111,3,2018-09-29,72.64,1990.83,2063.47,3
270828307813,111,4,2018-10-29,54.73,2008.74,2063.47,3
270828307813,111,5,2018-11-29,36.65,2026.82,2063.47,3
270828307813,111,6,2018-12-29,18.40,2045.07,2063.47,3
151194311266,118,21,2020-03-27,38.93,1202.00,1240.93,3
151194311266,118,22,2020-04-27,29.31,1211.62,1240.93,3
120697766719,102,4,2018-08-23,342.00,12666.67,13008.67,3
120697766719,102,5,2018-09-23,228.00,12666.67,12894.67,3
120697766719,102,6,2018-10-23,114.00,12666.67,12780.67,3
181106003939,102,2,2018-09-11,5802.00,0.00,5802.00,3
181106003939,102,3,2018-10-11,5802.00,967000.00,972802.00,3
180586070999,105,1,2018-02-15,1197.00,0.00,1197.00,3
180586070999,105,2,2018-03-15,1197.00,0.00,1197.00,3
180586070999,105,3,2018-04-15,1197.00,0.00,1197.00,3
180586070999,105,4,2018-05-15,1197.00,0.00,1197.00,3
180586070999,105,5,2018-06-15,1197.00,0.00,1197.00,3
180586070999,105,6,2018-07-15,1197.00,0.00,1197.00,3
180586070999,105,7,2018-08-15,1197.00,0.00,1197.00,3
180586070999,105,8,2018-09-15,1197.00,0.00,1197.00,3
180586070999,105,9,2018-10-15,1197.00,0.00,1197.00,3
180586070999,105,10,2018-11-15,1197.00,0.00,1197.00,3
180586070999,105,11,2018-12-15,1197.00,0.00,1197.00,3
180586070999,105,12,2019-01-15,1197.00,171000.00,172197.00,3
390173344258,102,5,2018-10-01,360.00,30000.00,30360.00,3
390173344258,102,6,2018-11-01,180.00,30000.00,30180.00,3
251044900066,107,3,2018-05-22,6680.00,835000.00,841680.00,3
240225099498,103,4,2018-10-28,1288.00,53666.67,54954.67,3
240225099498,103,5,2018-11-28,858.67,53666.67,54525.33,3
240225099498,103,6,2018-12-28,429.33,53666.67,54096.00,3
111578876436,118,10,2018-11-12,16.00,666.67,682.67,3
111578876436,118,11,2018-12-12,10.67,666.67,677.33,3
111578876436,118,12,2019-01-12,5.33,666.67,672.00,3
160898175798,111,1,2018-08-06,104.00,0.00,104.00,3
160898175798,111,2,2018-09-06,104.00,0.00,104.00,3
160898175798,111,3,2018-10-06,104.00,0.00,104.00,3
160898175798,111,4,2018-11-06,104.00,0.00,104.00,3
160898175798,111,5,2018-12-06,104.00,0.00,104.00,3
160898175798,111,6,2019-01-06,104.00,13000.00,13104.00,3
071363214457,103,18,2019-12-16,8052.92,115041.67,123094.58,3
071363214457,103,19,2020-01-16,6902.50,115041.67,121944.17,3
071363214457,103,20,2020-02-16,5752.08,115041.67,120793.75,3
071363214457,103,21,2020-03-16,4601.67,115041.67,119643.33,3
071363214457,103,22,2020-04-16,3451.25,115041.67,118492.92,3
181233951630,108,1,2018-03-15,156.00,0.00,156.00,3
181233951630,108,2,2018-04-15,156.00,0.00,156.00,3
181233951630,108,3,2018-05-15,156.00,0.00,156.00,3
181233951630,108,4,2018-06-15,156.00,0.00,156.00,3
181233951630,108,5,2018-07-15,156.00,0.00,156.00,3
181233951630,108,6,2018-08-15,156.00,26000.00,26156.00,3
110233132520,111,3,2018-06-06,2304.45,9416.84,11721.29,3
110233132520,111,4,2018-07-06,2210.28,9511.01,11721.29,3
110233132520,111,5,2018-08-06,2115.17,9606.12,11721.29,3
110233132520,111,6,2018-09-06,2019.11,9702.18,11721.29,3
110233132520,111,7,2018-10-06,1922.09,9799.20,11721.29,3
110233132520,111,8,2018-11-06,1824.10,9897.19,11721.29,3
110233132520,111,9,2018-12-06,1725.13,9996.16,11721.29,3
110233132520,111,10,2019-01-06,1625.16,10096.13,11721.29,3
110233132520,111,11,2019-02-06,1524.20,10197.09,11721.29,3
110233132520,111,12,2019-03-06,1422.23,10299.06,11721.29,3
110233132520,111,13,2019-04-06,1319.24,10402.05,11721.29,3
110233132520,111,14,2019-05-06,1215.22,10506.07,11721.29,3
110233132520,111,15,2019-06-06,1110.16,10611.13,11721.29,3
110233132520,111,16,2019-07-06,1004.05,10717.24,11721.29,3
110233132520,111,17,2019-08-06,896.88,10824.41,11721.29,3
110233132520,111,18,2019-09-06,788.63,10932.66,11721.29,3
110233132520,111,19,2019-10-06,679.30,11041.99,11721.29,3
110233132520,111,20,2019-11-06,568.88,11152.41,11721.29,3
110233132520,111,21,2019-12-06,457.36,11263.93,11721.29,3
110233132520,111,22,2020-01-06,344.72,11376.57,11721.29,3
110233132520,111,23,2020-02-06,230.96,11490.33,11721.29,3
110233132520,111,24,2020-03-06,115.95,11605.34,11721.29,3
