协议编号,借据编号,还款期数,应还日期,应还利息,应还本金,应还本息,还款标志
121002999906,115,10,2019-05-03,27981.00,0.00,27981.00,0
121002999906,115,11,2019-06-03,27981.00,0.00,27981.00,0
121002999906,115,12,2019-07-03,27981.00,0.00,27981.00,0
121002999906,115,13,2019-08-03,27981.00,0.00,27981.00,0
121002999906,115,14,2019-09-03,27981.00,0.00,27981.00,0
121002999906,115,15,2019-10-03,27981.00,0.00,27981.00,0
121002999906,115,16,2019-11-03,27981.00,0.00,27981.00,0
121002999906,115,17,2019-12-03,27981.00,0.00,27981.00,0
121002999906,115,18,2020-01-03,27981.00,3109000.00,3136981.00,0
290423168637,110,1,2018-08-15,5448.00,37833.41,43281.41,0
290423168637,110,2,2018-09-15,5221.00,37833.33,43054.33,0
290423168637,110,3,2018-10-15,4994.00,37833.33,42827.33,0
290423168637,110,4,2018-11-15,4767.00,37833.33,42600.33,0
290423168637,110,5,2018-12-15,4540.00,37833.33,42373.33,0
290423168637,110,6,2019-01-15,4313.00,37833.33,42146.33,0
290423168637,110,7,2019-02-15,4086.00,37833.33,41919.33,0
290423168637,110,8,2019-03-15,3859.00,37833.33,41692.33,0
290423168637,110,9,2019-04-15,3632.00,37833.33,41465.33,0
290423168637,110,10,2019-05-15,3405.00,37833.33,41238.33,0
290423168637,110,11,2019-06-15,3178.00,37833.33,41011.33,0
290423168637,110,12,2019-07-15,2951.00,37833.33,40784.33,0
290423168637,110,13,2019-08-15,2724.00,37833.33,40557.33,0
290423168637,110,14,2019-09-15,2497.00,37833.33,40330.33,0
290423168637,110,15,2019-10-15,2270.00,37833.33,40103.33,0
290423168637,110,16,2019-11-15,2043.00,37833.33,39876.33,0
290423168637,110,17,2019-12-15,1816.00,37833.33,39649.33,0
290423168637,110,18,2020-01-15,1589.00,37833.33,39422.33,0
290423168637,110,19,2020-02-15,1362.00,37833.33,39195.33,0
290423168637,110,20,2020-03-15,1135.00,37833.33,38968.33,0
290423168637,110,21,2020-04-15,908.00,37833.33,38741.33,0
290423168637,110,22,2020-05-15,681.00,37833.33,38514.33,0
290423168637,110,23,2020-06-15,454.00,37833.33,38287.33,0
290423168637,110,24,2020-07-15,227.00,37833.33,38060.33,0
300579790040,102,1,2018-05-02,132.00,0.00,132.00,0
300579790040,102,2,2018-06-02,132.00,0.00,132.00,0
300579790040,102,3,2018-07-02,132.00,0.00,132.00,0
300579790040,102,4,2018-08-02,132.00,0.00,132.00,0
300579790040,102,5,2018-09-02,132.00,0.00,132.00,0
300579790040,102,6,2018-10-02,132.00,0.00,132.00,0
300579790040,102,7,2018-11-02,132.00,0.00,132.00,0
300579790040,102,8,2018-12-02,132.00,0.00,132.00,0
300579790040,102,9,2019-01-02,132.00,0.00,132.00,0
300579790040,102,10,2019-02-02,132.00,0.00,132.00,0
300579790040,102,11,2019-03-02,132.00,0.00,132.00,0
300579790040,102,12,2019-04-02,132.00,0.00,132.00,0
300579790040,102,13,2019-05-02,132.00,0.00,132.00,0
300579790040,102,14,2019-06-02,132.00,0.00,132.00,0
300579790040,102,15,2019-07-02,132.00,0.00,132.00,0
300579790040,102,16,2019-08-02,132.00,0.00,132.00,0
300579790040,102,17,2019-09-02,132.00,0.00,132.00,0
300579790040,102,18,2019-10-02,132.00,0.00,132.00,0
300579790040,102,19,2019-11-02,132.00,0.00,132.00,0
300579790040,102,20,2019-12-02,132.00,0.00,132.00,0
300579790040,102,21,2020-01-02,132.00,0.00,132.00,0
300579790040,102,22,2020-02-02,132.00,0.00,132.00,0
300579790040,102,23,2020-03-02,132.00,0.00,132.00,0
300579790040,102,24,2020-04-02,132.00,22000.00,22132.00,0
150954547173,100,1,2018-06-28,2023.00,0.00,2023.00,0
150954547173,100,2,2018-07-28,2023.00,0.00,2023.00,0
150954547173,100,3,2018-08-28,2023.00,289000.00,291023.00,0
260980358574,113,1,2018-05-17,5016.00,0.00,5016.00,0
260980358574,113,2,2018-06-17,5016.00,0.00,5016.00,0
260980358574,113,3,2018-07-17,5016.00,0.00,5016.00,0
260980358574,113,4,2018-08-17,5016.00,0.00,5016.00,0
260980358574,113,5,2018-09-17,5016.00,0.00,5016.00,0
260980358574,113,6,2018-10-17,5016.00,0.00,5016.00,0
260980358574,113,7,2018-11-17,5016.00,0.00,5016.00,0
260980358574,113,8,2018-12-17,5016.00,0.00,5016.00,0
260980358574,113,9,2019-01-17,5016.00,0.00,5016.00,0
260980358574,113,10,2019-02-17,5016.00,0.00,5016.00,0
260980358574,113,11,2019-03-17,5016.00,0.00,5016.00,0
260980358574,113,12,2019-04-17,5016.00,0.00,5016.00,0
260980358574,113,13,2019-05-17,5016.00,0.00,5016.00,0
260980358574,113,14,2019-06-17,5016.00,0.00,5016.00,0
260980358574,113,15,2019-07-17,5016.00,0.00,5016.00,0
260980358574,113,16,2019-08-17,5016.00,0.00,5016.00,0
260980358574,113,17,2019-09-17,5016.00,0.00,5016.00,0
260980358574,113,18,2019-10-17,5016.00,0.00,5016.00,0
260980358574,113,19,2019-11-17,5016.00,0.00,5016.00,0
260980358574,113,20,2019-12-17,5016.00,0.00,5016.00,0
260980358574,113,21,2020-01-17,5016.00,0.00,5016.00,0
260980358574,113,22,2020-02-17,5016.00,0.00,5016.00,0
260980358574,113,23,2020-03-17,5016.00,0.00,5016.00,0
260980358574,113,24,2020-04-17,5016.00,836000.00,841016.00,0
151198078034,110,1,2018-02-28,48150.00,267500.00,315650.00,0
151198078034,110,2,2018-03-28,45475.00,267500.00,312975.00,0
151198078034,110,3,2018-04-28,42800.00,267500.00,310300.00,0
151198078034,110,4,2018-05-28,40125.00,267500.00,307625.00,0
151198078034,110,5,2018-06-28,37450.00,267500.00,304950.00,0
151198078034,110,6,2018-07-28,34775.00,267500.00,302275.00,0
151198078034,110,7,2018-08-28,32100.00,267500.00,299600.00,0
151198078034,110,8,2018-09-28,29425.00,267500.00,296925.00,0
151198078034,110,9,2018-10-28,26750.00,267500.00,294250.00,0
151198078034,110,10,2018-11-28,24075.00,267500.00,291575.00,0
151198078034,110,11,2018-12-28,21400.00,267500.00,288900.00,0
151198078034,110,12,2019-01-28,18725.00,267500.00,286225.00,0
151198078034,110,13,2019-02-28,16050.00,267500.00,283550.00,0
151198078034,110,14,2019-03-28,13375.00,267500.00,280875.00,0
151198078034,110,15,2019-04-28,10700.00,267500.00,278200.00,0
151198078034,110,16,2019-05-28,8025.00,267500.00,275525.00,0
151198078034,110,17,2019-06-28,5350.00,267500.00,272850.00,0
151198078034,110,18,2019-07-28,2675.00,267500.00,270175.00,0
400048788331,106,1,2018-04-03,130.00,0.00,130.00,0
400048788331,106,2,2018-05-03,130.00,0.00,130.00,0
400048788331,106,3,2018-06-03,130.00,0.00,130.00,0
400048788331,106,4,2018-07-03,130.00,0.00,130.00,0
400048788331,106,5,2018-08-03,130.00,0.00,130.00,0
400048788331,106,6,2018-09-03,130.00,0.00,130.00,0
400048788331,106,7,2018-10-03,130.00,0.00,130.00,0
400048788331,106,8,2018-11-03,130.00,0.00,130.00,0
400048788331,106,9,2018-12-03,130.00,0.00,130.00,0
400048788331,106,10,2019-01-03,130.00,0.00,130.00,0
400048788331,106,11,2019-02-03,130.00,0.00,130.00,0
400048788331,106,12,2019-03-03,130.00,13000.00,13130.00,0
061066953411,107,1,2018-02-22,300.00,2638.79,2938.79,0
061066953411,107,2,2018-03-22,284.17,2654.62,2938.79,0
061066953411,107,3,2018-04-22,268.24,2670.55,2938.79,0
061066953411,107,4,2018-05-22,252.22,2686.57,2938.79,0
061066953411,107,5,2018-06-22,236.10,2702.69,2938.79,0
061066953411,107,6,2018-07-22,219.88,2718.91,2938.79,0
061066953411,107,7,2018-08-22,203.57,2735.22,2938.79,0
061066953411,107,8,2018-09-22,187.16,2751.63,2938.79,0
061066953411,107,9,2018-10-22,170.65,2768.14,2938.79,0
061066953411,107,10,2018-11-22,154.04,2784.75,2938.79,0
061066953411,107,11,2018-12-22,137.33,2801.46,2938.79,0
061066953411,107,12,2019-01-22,120.52,2818.27,2938.79,0
061066953411,107,13,2019-02-22,103.61,2835.18,2938.79,0
061066953411,107,14,2019-03-22,86.60,2852.19,2938.79,0
061066953411,107,15,2019-04-22,69.49,2869.30,2938.79,0
061066953411,107,16,2019-05-22,52.27,2886.52,2938.79,0
061066953411,107,17,2019-06-22,34.95,2903.84,2938.79,0
061066953411,107,18,2019-07-22,17.42,2921.37,2938.79,0
150918158644,101,1,2018-08-12,441.00,3500.00,3941.00,0
150918158644,101,2,2018-09-12,416.50,3500.00,3916.50,0
150918158644,101,3,2018-10-12,392.00,3500.00,3892.00,0
150918158644,101,4,2018-11-12,367.50,3500.00,3867.50,0
150918158644,101,5,2018-12-12,343.00,3500.00,3843.00,0
150918158644,101,6,2019-01-12,318.50,3500.00,3818.50,0
150918158644,101,7,2019-02-12,294.00,3500.00,3794.00,0
150918158644,101,8,2019-03-12,269.50,3500.00,3769.50,0
150918158644,101,9,2019-04-12,245.00,3500.00,3745.00,0
150918158644,101,10,2019-05-12,220.50,3500.00,3720.50,0
150918158644,101,11,2019-06-12,196.00,3500.00,3696.00,0
150918158644,101,12,2019-07-12,171.50,3500.00,3671.50,0
150918158644,101,13,2019-08-12,147.00,3500.00,3647.00,0
150918158644,101,14,2019-09-12,122.50,3500.00,3622.50,0
150918158644,101,15,2019-10-12,98.00,3500.00,3598.00,0
150918158644,101,16,2019-11-12,73.50,3500.00,3573.50,0
150918158644,101,17,2019-12-12,49.00,3500.00,3549.00,0
150918158644,101,18,2020-01-12,24.50,3500.00,3524.50,0
110228246915,101,1,2018-08-14,1460.00,12166.63,13626.63,0
110228246915,101,2,2018-09-14,1338.33,12166.67,13505.00,0
110228246915,101,3,2018-10-14,1216.67,12166.67,13383.33,0
110228246915,101,4,2018-11-14,1095.00,12166.67,13261.67,0
110228246915,101,5,2018-12-14,973.33,12166.67,13140.00,0
110228246915,101,6,2019-01-14,851.67,12166.67,13018.33,0
110228246915,101,7,2019-02-14,730.00,12166.67,12896.67,0
110228246915,101,8,2019-03-14,608.33,12166.67,12775.00,0
110228246915,101,9,2019-04-14,486.67,12166.67,12653.33,0
110228246915,101,10,2019-05-14,365.00,12166.67,12531.67,0
110228246915,101,11,2019-06-14,243.33,12166.67,12410.00,0
110228246915,101,12,2019-07-14,121.67,12166.67,12288.33,0
160462206448,107,1,2018-07-06,12080.00,120392.24,132472.24,0
160462206448,107,2,2018-08-06,11116.86,121355.38,132472.24,0
160462206448,107,3,2018-09-06,10146.02,122326.22,132472.24,0
160462206448,107,4,2018-10-06,9167.41,123304.83,132472.24,0
160462206448,107,5,2018-11-06,8180.97,124291.27,132472.24,0
160462206448,107,6,2018-12-06,7186.64,125285.60,132472.24,0
160462206448,107,7,2019-01-06,6184.36,126287.88,132472.24,0
160462206448,107,8,2019-02-06,5174.05,127298.19,132472.24,0
160462206448,107,9,2019-03-06,4155.67,128316.57,132472.24,0
160462206448,107,10,2019-04-06,3129.13,129343.11,132472.24,0
160462206448,107,11,2019-05-06,2094.39,130377.85,132472.24,0
160462206448,107,12,2019-06-06,1051.38,131420.86,132472.24,0
071359662921,103,1,2018-03-07,7596.00,0.00,7596.00,0
071359662921,103,2,2018-04-07,7596.00,0.00,7596.00,0
071359662921,103,3,2018-05-07,7596.00,0.00,7596.00,0
071359662921,103,4,2018-06-07,7596.00,0.00,7596.00,0
071359662921,103,5,2018-07-07,7596.00,0.00,7596.00,0
071359662921,103,6,2018-08-07,7596.00,1266000.00,1273596.00,0
200327215841,102,1,2018-03-25,450.00,16517.56,16967.56,0
200327215841,102,2,2018-04-25,301.34,16666.22,16967.56,0
200327215841,102,3,2018-05-25,151.34,16816.22,16967.56,0
071533305921,119,1,2018-08-01,7272.00,63964.37,71236.37,0
071533305921,119,2,2018-09-01,6888.21,64348.16,71236.37,0
071533305921,119,3,2018-10-01,6502.12,64734.25,71236.37,0
071533305921,119,4,2018-11-01,6113.72,65122.65,71236.37,0
071533305921,119,5,2018-12-01,5722.98,65513.39,71236.37,0
071533305921,119,6,2019-01-01,5329.90,65906.47,71236.37,0
071533305921,119,7,2019-02-01,4934.46,66301.91,71236.37,0
071533305921,119,8,2019-03-01,4536.65,66699.72,71236.37,0
071533305921,119,9,2019-04-01,4136.45,67099.92,71236.37,0
071533305921,119,10,2019-05-01,3733.86,67502.51,71236.37,0
071533305921,119,11,2019-06-01,3328.84,67907.53,71236.37,0
071533305921,119,12,2019-07-01,2921.39,68314.98,71236.37,0
071533305921,119,13,2019-08-01,2511.50,68724.87,71236.37,0
071533305921,119,14,2019-09-01,2099.16,69137.21,71236.37,0
071533305921,119,15,2019-10-01,1684.33,69552.04,71236.37,0
071533305921,119,16,2019-11-01,1267.02,69969.35,71236.37,0
071533305921,119,17,2019-12-01,847.20,70389.17,71236.37,0
071533305921,119,18,2020-01-01,424.87,70811.50,71236.37,0
040983190133,102,1,2018-02-05,5908.00,35166.59,41074.59,0
040983190133,102,2,2018-03-05,5661.83,35166.67,40828.50,0
040983190133,102,3,2018-04-05,5415.67,35166.67,40582.33,0
040983190133,102,4,2018-05-05,5169.50,35166.67,40336.17,0
040983190133,102,5,2018-06-05,4923.33,35166.67,40090.00,0
040983190133,102,6,2018-07-05,4677.17,35166.67,39843.83,0
040983190133,102,7,2018-08-05,4431.00,35166.67,39597.67,0
040983190133,102,8,2018-09-05,4184.83,35166.67,39351.50,0
040983190133,102,9,2018-10-05,3938.67,35166.67,39105.33,0
040983190133,102,10,2018-11-05,3692.50,35166.67,38859.17,0
040983190133,102,11,2018-12-05,3446.33,35166.67,38613.00,0
040983190133,102,12,2019-01-05,3200.17,35166.67,38366.83,0
040983190133,102,13,2019-02-05,2954.00,35166.67,38120.67,0
040983190133,102,14,2019-03-05,2707.83,35166.67,37874.50,0
040983190133,102,15,2019-04-05,2461.67,35166.67,37628.33,0
040983190133,102,16,2019-05-05,2215.50,35166.67,37382.17,0
040983190133,102,17,2019-06-05,1969.33,35166.67,37136.00,0
040983190133,102,18,2019-07-05,1723.17,35166.67,36889.83,0
040983190133,102,19,2019-08-05,1477.00,35166.67,36643.67,0
040983190133,102,20,2019-09-05,1230.83,35166.67,36397.50,0
040983190133,102,21,2019-10-05,984.67,35166.67,36151.33,0
040983190133,102,22,2019-11-05,738.50,35166.67,35905.17,0
040983190133,102,23,2019-12-05,492.33,35166.67,35659.00,0
040983190133,102,24,2020-01-05,246.17,35166.67,35412.83,0
210750537327,107,1,2018-07-05,693.00,8250.00,8943.00,0
210750537327,107,2,2018-08-05,635.25,8250.00,8885.25,0
210750537327,107,3,2018-09-05,577.50,8250.00,8827.50,0
210750537327,107,4,2018-10-05,519.75,8250.00,8769.75,0
210750537327,107,5,2018-11-05,462.00,8250.00,8712.00,0
210750537327,107,6,2018-12-05,404.25,8250.00,8654.25,0
210750537327,107,7,2019-01-05,346.50,8250.00,8596.50,0
210750537327,107,8,2019-02-05,288.75,8250.00,8538.75,0
210750537327,107,9,2019-03-05,231.00,8250.00,8481.00,0
210750537327,107,10,2019-04-05,173.25,8250.00,8423.25,0
210750537327,107,11,2019-05-05,115.50,8250.00,8365.50,0
210750537327,107,12,2019-06-05,57.75,8250.00,8307.75,0
210767813965,105,1,2018-04-15,405.00,3567.98,3972.98,0
210767813965,105,2,2018-05-15,372.89,3600.09,3972.98,0
210767813965,105,3,2018-06-15,340.49,3632.49,3972.98,0
210767813965,105,4,2018-07-15,307.79,3665.19,3972.98,0
210767813965,105,5,2018-08-15,274.81,3698.17,3972.98,0
210767813965,105,6,2018-09-15,241.52,3731.46,3972.98,0
210767813965,105,7,2018-10-15,207.94,3765.04,3972.98,0
210767813965,105,8,2018-11-15,174.06,3798.92,3972.98,0
210767813965,105,9,2018-12-15,139.87,3833.11,3972.98,0
210767813965,105,10,2019-01-15,105.37,3867.61,3972.98,0
210767813965,105,11,2019-02-15,70.56,3902.42,3972.98,0
210767813965,105,12,2019-03-15,35.46,3937.52,3972.98,0
171363045512,113,1,2018-03-01,8850.00,61458.41,70308.41,0
171363045512,113,2,2018-04-01,8481.25,61458.33,69939.58,0
171363045512,113,3,2018-05-01,8112.50,61458.33,69570.83,0
171363045512,113,4,2018-06-01,7743.75,61458.33,69202.08,0
171363045512,113,5,2018-07-01,7375.00,61458.33,68833.33,0
171363045512,113,6,2018-08-01,7006.25,61458.33,68464.58,0
171363045512,113,7,2018-09-01,6637.50,61458.33,68095.83,0
171363045512,113,8,2018-10-01,6268.75,61458.33,67727.08,0
171363045512,113,9,2018-11-01,5900.00,61458.33,67358.33,0
171363045512,113,10,2018-12-01,5531.25,61458.33,66989.58,0
171363045512,113,11,2019-01-01,5162.50,61458.33,66620.83,0
171363045512,113,12,2019-02-01,4793.75,61458.33,66252.08,0
171363045512,113,13,2019-03-01,4425.00,61458.33,65883.33,0
171363045512,113,14,2019-04-01,4056.25,61458.33,65514.58,0
171363045512,113,15,2019-05-01,3687.50,61458.33,65145.83,0
171363045512,113,16,2019-06-01,3318.75,61458.33,64777.08,0
171363045512,113,17,2019-07-01,2950.00,61458.33,64408.33,0
171363045512,113,18,2019-08-01,2581.25,61458.33,64039.58,0
171363045512,113,19,2019-09-01,2212.50,61458.33,63670.83,0
171363045512,113,20,2019-10-01,1843.75,61458.33,63302.08,0
171363045512,113,21,2019-11-01,1475.00,61458.33,62933.33,0
171363045512,113,22,2019-12-01,1106.25,61458.33,62564.58,0
171363045512,113,23,2020-01-01,737.50,61458.33,62195.83,0
171363045512,113,24,2020-02-01,368.75,61458.33,61827.08,0
270350115024,108,1,2018-08-15,6370.00,32475.56,38845.56,0
270350115024,108,2,2018-09-15,6045.24,32800.32,38845.56,0
270350115024,108,3,2018-10-15,5717.24,33128.32,38845.56,0
270350115024,108,4,2018-11-15,5385.96,33459.60,38845.56,0
270350115024,108,5,2018-12-15,5051.36,33794.20,38845.56,0
270350115024,108,6,2019-01-15,4713.42,34132.14,38845.56,0
270350115024,108,7,2019-02-15,4372.10,34473.46,38845.56,0
270350115024,108,8,2019-03-15,4027.36,34818.20,38845.56,0
270350115024,108,9,2019-04-15,3679.18,35166.38,38845.56,0
270350115024,108,10,2019-05-15,3327.52,35518.04,38845.56,0
270350115024,108,11,2019-06-15,2972.34,35873.22,38845.56,0
270350115024,108,12,2019-07-15,2613.61,36231.95,38845.56,0
270350115024,108,13,2019-08-15,2251.29,36594.27,38845.56,0
270350115024,108,14,2019-09-15,1885.34,36960.22,38845.56,0
270350115024,108,15,2019-10-15,1515.74,37329.82,38845.56,0
270350115024,108,16,2019-11-15,1142.44,37703.12,38845.56,0
270350115024,108,17,2019-12-15,765.41,38080.15,38845.56,0
270350115024,108,18,2020-01-15,384.53,38461.03,38845.56,0
210759595096,115,1,2018-03-13,2064.00,20570.33,22634.33,0
210759595096,115,2,2018-04-13,1899.44,20734.89,22634.33,0
210759595096,115,3,2018-05-13,1733.56,20900.77,22634.33,0
210759595096,115,4,2018-06-13,1566.35,21067.98,22634.33,0
210759595096,115,5,2018-07-13,1397.81,21236.52,22634.33,0
210759595096,115,6,2018-08-13,1227.92,21406.41,22634.33,0
210759595096,115,7,2018-09-13,1056.66,21577.67,22634.33,0
210759595096,115,8,2018-10-13,884.04,21750.29,22634.33,0
210759595096,115,9,2018-11-13,710.04,21924.29,22634.33,0
210759595096,115,10,2018-12-13,534.65,22099.68,22634.33,0
210759595096,115,11,2019-01-13,357.85,22276.48,22634.33,0
210759595096,115,12,2019-02-13,179.64,22454.69,22634.33,0
111072592205,110,1,2018-02-20,31320.00,0.00,31320.00,0
111072592205,110,2,2018-03-20,31320.00,0.00,31320.00,0
111072592205,110,3,2018-04-20,31320.00,3480000.00,3511320.00,0
160296060869,100,1,2018-08-25,66.00,427.50,493.50,0
160296060869,100,2,2018-09-25,63.44,430.06,493.50,0
160296060869,100,3,2018-10-25,60.85,432.65,493.50,0
160296060869,100,4,2018-11-25,58.26,435.24,493.50,0
160296060869,100,5,2018-12-25,55.65,437.85,493.50,0
160296060869,100,6,2019-01-25,53.02,440.48,493.50,0
160296060869,100,7,2019-02-25,50.38,443.12,493.50,0
160296060869,100,8,2019-03-25,47.72,445.78,493.50,0
160296060869,100,9,2019-04-25,45.04,448.46,493.50,0
160296060869,100,10,2019-05-25,42.35,451.15,493.50,0
160296060869,100,11,2019-06-25,39.65,453.85,493.50,0
160296060869,100,12,2019-07-25,36.92,456.58,493.50,0
160296060869,100,13,2019-08-25,34.18,459.32,493.50,0
160296060869,100,14,2019-09-25,31.43,462.07,493.50,0
160296060869,100,15,2019-10-25,28.66,464.84,493.50,0
160296060869,100,16,2019-11-25,25.87,467.63,493.50,0
160296060869,100,17,2019-12-25,23.06,470.44,493.50,0
160296060869,100,18,2020-01-25,20.24,473.26,493.50,0
160296060869,100,19,2020-02-25,17.40,476.10,493.50,0
160296060869,100,20,2020-03-25,14.54,478.96,493.50,0
160296060869,100,21,2020-04-25,11.67,481.83,493.50,0
160296060869,100,22,2020-05-25,8.78,484.72,493.50,0
160296060869,100,23,2020-06-25,5.87,487.63,493.50,0
160296060869,100,24,2020-07-25,3.02,490.48,493.50,0
071303490243,120,1,2018-03-25,904.00,4708.41,5612.41,0
071303490243,120,2,2018-04-25,866.33,4708.33,5574.67,0
071303490243,120,3,2018-05-25,828.67,4708.33,5537.00,0
071303490243,120,4,2018-06-25,791.00,4708.33,5499.33,0
071303490243,120,5,2018-07-25,753.33,4708.33,5461.67,0
071303490243,120,6,2018-08-25,715.67,4708.33,5424.00,0
071303490243,120,7,2018-09-25,678.00,4708.33,5386.33,0
071303490243,120,8,2018-10-25,640.33,4708.33,5348.67,0
071303490243,120,9,2018-11-25,602.67,4708.33,5311.00,0
071303490243,120,10,2018-12-25,565.00,4708.33,5273.33,0
071303490243,120,11,2019-01-25,527.33,4708.33,5235.67,0
071303490243,120,12,2019-02-25,489.67,4708.33,5198.00,0
071303490243,120,13,2019-03-25,452.00,4708.33,5160.33,0
071303490243,120,14,2019-04-25,414.33,4708.33,5122.67,0
071303490243,120,15,2019-05-25,376.67,4708.33,5085.00,0
071303490243,120,16,2019-06-25,339.00,4708.33,5047.33,0
071303490243,120,17,2019-07-25,301.33,4708.33,5009.67,0
071303490243,120,18,2019-08-25,263.67,4708.33,4972.00,0
071303490243,120,19,2019-09-25,226.00,4708.33,4934.33,0
071303490243,120,20,2019-10-25,188.33,4708.33,4896.67,0
071303490243,120,21,2019-11-25,150.67,4708.33,4859.00,0
071303490243,120,22,2019-12-25,113.00,4708.33,4821.33,0
071303490243,120,23,2020-01-25,75.33,4708.33,4783.67,0
071303490243,120,24,2020-02-25,37.67,4708.33,4746.00,0
071365044605,120,1,2018-07-18,930.00,51357.90,52287.90,0
071365044605,120,2,2018-08-18,621.85,51666.05,52287.90,0
071365044605,120,3,2018-09-18,311.85,51976.05,52287.90,0
110200744988,105,1,2018-08-17,306.00,5540.50,5846.50,0
110200744988,105,2,2018-09-17,256.14,5590.36,5846.50,0
110200744988,105,3,2018-10-17,205.82,5640.68,5846.50,0
110200744988,105,4,2018-11-17,155.06,5691.44,5846.50,0
110200744988,105,5,2018-12-17,103.83,5742.67,5846.50,0
110200744988,105,6,2019-01-17,52.15,5794.35,5846.50,0
121059317003,105,1,2018-08-04,296.00,2950.01,3246.01,0
121059317003,105,2,2018-09-04,272.40,2973.61,3246.01,0
121059317003,105,3,2018-10-04,248.61,2997.40,3246.01,0
121059317003,105,4,2018-11-04,224.63,3021.38,3246.01,0
121059317003,105,5,2018-12-04,200.46,3045.55,3246.01,0
121059317003,105,6,2019-01-04,176.10,3069.91,3246.01,0
121059317003,105,7,2019-02-04,151.54,3094.47,3246.01,0
121059317003,105,8,2019-03-04,126.78,3119.23,3246.01,0
121059317003,105,9,2019-04-04,101.83,3144.18,3246.01,0
121059317003,105,10,2019-05-04,76.67,3169.34,3246.01,0
121059317003,105,11,2019-06-04,51.32,3194.69,3246.01,0
121059317003,105,12,2019-07-04,25.78,3220.23,3246.01,0
380375864870,119,1,2018-07-10,3290.00,37681.54,40971.54,0
380375864870,119,2,2018-08-10,3026.23,37945.31,40971.54,0
380375864870,119,3,2018-09-10,2760.61,38210.93,40971.54,0
380375864870,119,4,2018-10-10,2493.14,38478.40,40971.54,0
380375864870,119,5,2018-11-10,2223.79,38747.75,40971.54,0
380375864870,119,6,2018-12-10,1952.55,39018.99,40971.54,0
380375864870,119,7,2019-01-10,1679.42,39292.12,40971.54,0
380375864870,119,8,2019-02-10,1404.37,39567.17,40971.54,0
380375864870,119,9,2019-03-10,1127.40,39844.14,40971.54,0
380375864870,119,10,2019-04-10,848.50,40123.04,40971.54,0
380375864870,119,11,2019-05-10,567.63,40403.91,40971.54,0
380375864870,119,12,2019-06-10,284.84,40686.70,40971.54,0
070543957394,119,1,2018-03-12,175.00,0.00,175.00,0
070543957394,119,2,2018-04-12,175.00,0.00,175.00,0
070543957394,119,3,2018-05-12,175.00,0.00,175.00,0
070543957394,119,4,2018-06-12,175.00,0.00,175.00,0
070543957394,119,5,2018-07-12,175.00,0.00,175.00,0
070543957394,119,6,2018-08-12,175.00,25000.00,25175.00,0
050775897873,105,1,2018-02-25,32.00,1333.34,1365.34,0
050775897873,105,2,2018-03-25,21.33,1333.33,1354.67,0
050775897873,105,3,2018-04-25,10.67,1333.33,1344.00,0
260298268889,115,1,2018-06-23,4697.00,0.00,4697.00,0
260298268889,115,2,2018-07-23,4697.00,0.00,4697.00,0
260298268889,115,3,2018-08-23,4697.00,0.00,4697.00,0
260298268889,115,4,2018-09-23,4697.00,0.00,4697.00,0
260298268889,115,5,2018-10-23,4697.00,0.00,4697.00,0
260298268889,115,6,2018-11-23,4697.00,0.00,4697.00,0
260298268889,115,7,2018-12-23,4697.00,0.00,4697.00,0
260298268889,115,8,2019-01-23,4697.00,0.00,4697.00,0
260298268889,115,9,2019-02-23,4697.00,0.00,4697.00,0
260298268889,115,10,2019-03-23,4697.00,0.00,4697.00,0
260298268889,115,11,2019-04-23,4697.00,0.00,4697.00,0
260298268889,115,12,2019-05-23,4697.00,0.00,4697.00,0
260298268889,115,13,2019-06-23,4697.00,0.00,4697.00,0
260298268889,115,14,2019-07-23,4697.00,0.00,4697.00,0
260298268889,115,15,2019-08-23,4697.00,0.00,4697.00,0
260298268889,115,16,2019-09-23,4697.00,0.00,4697.00,0
260298268889,115,17,2019-10-23,4697.00,0.00,4697.00,0
260298268889,115,18,2019-11-23,4697.00,0.00,4697.00,0
260298268889,115,19,2019-12-23,4697.00,0.00,4697.00,0
260298268889,115,20,2020-01-23,4697.00,0.00,4697.00,0
260298268889,115,21,2020-02-23,4697.00,0.00,4697.00,0
260298268889,115,22,2020-03-23,4697.00,0.00,4697.00,0
260298268889,115,23,2020-04-23,4697.00,0.00,4697.00,0
260298268889,115,24,2020-05-23,4697.00,671000.00,675697.00,0
110242156818,103,1,2018-04-01,9294.00,516333.34,525627.34,0
110242156818,103,2,2018-05-01,6196.00,516333.33,522529.33,0
110242156818,103,3,2018-06-01,3098.00,516333.33,519431.33,0
290203555634,104,1,2018-02-20,3437.00,0.00,3437.00,0
290203555634,104,2,2018-03-20,3437.00,0.00,3437.00,0
290203555634,104,3,2018-04-20,3437.00,0.00,3437.00,0
290203555634,104,4,2018-05-20,3437.00,0.00,3437.00,0
290203555634,104,5,2018-06-20,3437.00,0.00,3437.00,0
290203555634,104,6,2018-07-20,3437.00,0.00,3437.00,0
290203555634,104,7,2018-08-20,3437.00,0.00,3437.00,0
290203555634,104,8,2018-09-20,3437.00,0.00,3437.00,0
290203555634,104,9,2018-10-20,3437.00,0.00,3437.00,0
290203555634,104,10,2018-11-20,3437.00,0.00,3437.00,0
290203555634,104,11,2018-12-20,3437.00,0.00,3437.00,0
290203555634,104,12,2019-01-20,3437.00,491000.00,494437.00,0
